Day,Bar,Hour,Minute,Second
3,6,4,19,11
3,6,4,20,1
3,6,4,43,59
3,6,4,44,49
3,6,4,45,39
3,6,4,46,29
3,6,4,47,19
3,6,4,48,9
3,6,4,49,0
3,6,4,53,59
3,6,4,54,49
3,6,4,55,39
3,6,4,56,29
3,6,4,57,19
3,6,4,58,9
3,6,5,0,1
3,6,5,5,51
3,6,5,6,41
3,6,5,7,31
3,6,5,8,21
3,6,5,9,11
3,6,5,10,1
3,6,5,33,59
3,6,5,34,49
3,6,5,35,39
3,6,5,36,29
3,6,5,37,19
3,6,5,38,9
3,6,5,39,0
3,6,5,43,59
3,6,5,44,49
3,6,5,45,39
3,6,5,46,29
3,6,5,47,19
3,6,5,48,9
3,6,6,0,1
3,6,6,23,59
3,6,6,24,49
3,6,6,25,39
3,6,6,26,29
3,6,6,27,19
3,6,6,28,9
3,6,6,29,0
3,6,6,33,59
3,6,6,34,49
3,6,6,35,39
3,6,6,36,29
3,6,6,37,19
3,6,6,38,9
3,6,6,54,53
3,6,6,55,43
3,6,6,56,33
3,6,6,57,23
3,6,6,58,13
3,6,6,59,3
3,6,7,13,59
3,6,7,14,49
3,6,7,15,39
3,6,7,16,29
3,6,7,17,19
3,6,7,18,9
3,6,7,19,0
3,6,7,23,59
3,6,7,24,49
3,6,7,25,39
3,6,7,26,29
3,6,7,27,19
3,6,7,28,9
3,6,7,44,53
3,6,7,45,43
3,6,7,46,33
3,6,7,47,23
3,6,7,48,13
3,6,7,49,3
3,6,8,3,59
3,6,8,4,49
3,6,8,5,39
3,6,8,6,29
3,6,8,7,19
3,6,8,8,9
3,6,8,9,0
3,6,8,13,59
3,6,8,14,49
3,6,8,15,39
3,6,8,16,29
3,6,8,17,19
3,6,8,18,9
3,6,8,34,53
3,6,8,35,43
3,6,8,36,33
3,6,8,37,23
3,6,8,38,13
3,6,8,39,3
3,6,9,0,0
3,6,9,3,59
3,6,9,4,49
3,6,9,5,39
3,6,9,6,29
3,6,9,7,19
3,6,9,8,9
3,6,9,24,53
3,6,9,25,43
3,6,9,26,33
3,6,9,27,23
3,6,9,28,13
3,6,9,29,3
3,6,10,14,53
3,6,10,15,43
3,6,10,16,33
3,6,10,17,23
3,6,10,18,13
3,6,10,19,3
3,6,10,53,51
3,6,10,54,41
3,6,10,55,31
3,6,10,56,21
3,6,10,57,11
3,6,10,58,1
3,6,11,4,53
3,6,11,5,43
3,6,11,6,33
3,6,11,7,23
3,6,11,8,13
3,6,11,9,3
3,6,11,43,51
3,6,11,44,41
3,6,11,45,31
3,6,11,46,21
3,6,11,47,11
3,6,11,48,1
3,6,12,33,51
3,6,12,34,41
3,6,12,35,31
3,6,12,36,21
3,6,12,37,11
3,6,12,38,1
3,6,13,23,51
3,6,13,24,41
3,6,13,25,31
3,6,13,26,21
3,6,13,27,11
3,6,13,28,1
3,6,14,13,51
3,6,14,14,41
3,6,14,15,31
3,6,14,16,21
3,6,14,17,11
3,6,14,18,1
3,6,14,51,59
3,6,14,52,49
3,6,14,53,39
3,6,14,54,29
3,6,14,55,19
3,6,14,56,9
3,6,14,57,0
3,6,15,3,51
3,6,15,4,41
3,6,15,5,31
3,6,15,6,21
3,6,15,7,11
3,6,15,8,1
3,6,15,41,59
3,6,15,42,49
3,6,15,43,39
3,6,15,44,29
3,6,15,45,19
3,6,15,46,9
3,6,15,47,0
3,6,16,31,59
3,6,16,32,49
3,6,16,33,39
3,6,16,34,29
3,6,16,35,19
3,6,16,36,9
3,6,16,37,0
3,6,16,52,53
3,6,16,53,43
3,6,16,54,33
3,6,16,55,23
3,6,16,56,13
3,6,16,57,3
3,6,17,21,59
3,6,17,22,49
3,6,17,23,39
3,6,17,24,29
3,6,17,25,19
3,6,17,26,9
3,6,17,27,0
3,6,17,42,53
3,6,17,43,43
3,6,17,44,33
3,6,17,45,23
3,6,17,46,13
3,6,17,47,3
3,6,18,11,59
3,6,18,12,49
3,6,18,13,39
3,6,18,14,29
3,6,18,15,19
3,6,18,16,9
3,6,18,17,0
3,6,18,32,53
3,6,18,33,43
3,6,18,34,33
3,6,18,35,23
3,6,18,36,13
3,6,18,37,3
3,6,19,1,59
3,6,19,2,49
3,6,19,3,39
3,6,19,4,29
3,6,19,5,19
3,6,19,6,9
3,6,19,7,0
3,6,19,22,53
3,6,19,23,43
3,6,19,24,33
3,6,19,25,23
3,6,19,26,13
3,6,19,27,3
3,6,20,12,53
3,6,20,13,43
3,6,20,14,33
3,6,20,15,23
3,6,20,16,13
3,6,20,17,3
3,6,20,51,51
3,6,20,52,41
3,6,20,53,31
3,6,20,54,21
3,6,20,55,11
3,6,20,56,1
3,6,21,2,53
3,6,21,3,43
3,6,21,4,33
3,6,21,5,23
3,6,21,6,13
3,6,21,7,3
3,6,21,41,51
3,6,21,42,41
3,6,21,43,31
3,6,21,44,21
3,6,21,45,11
3,6,21,46,1
3,6,22,31,51
3,6,22,32,41
3,6,22,33,31
3,6,22,34,21
3,6,22,35,11
3,6,22,36,1
3,6,23,21,51
3,6,23,22,41
3,6,23,23,31
3,6,23,24,21
3,6,23,25,11
3,6,23,26,1
3,6,23,59,59
3,6,0,7,0
3,6,0,12,53
3,6,0,13,43
3,6,0,14,33
3,6,0,15,23
3,6,0,16,13
3,6,0,17,3
3,6,0,51,51
3,6,0,52,41
3,6,0,53,31
3,6,0,54,21
3,6,0,55,11
3,6,0,56,1
3,6,1,2,53
3,6,1,3,43
3,6,1,4,33
3,6,1,5,23
3,6,1,6,13
3,6,1,7,3
3,6,1,41,51
3,6,1,42,41
3,6,1,43,31
3,6,1,44,21
3,6,1,45,11
3,6,1,46,1
3,6,2,31,51
3,6,2,32,41
3,6,2,33,31
3,6,2,34,21
3,6,2,35,11
3,6,2,36,1
3,6,3,21,51
3,6,3,22,41
3,6,3,23,31
3,6,3,24,21
3,6,3,25,11
3,6,3,26,1
3,6,3,59,59
3,6,4,11,51
3,6,4,12,41
3,6,4,13,31
3,6,4,14,21
3,6,4,15,11
3,6,4,16,1
3,6,4,49,59
3,6,4,50,49
3,6,4,51,39
3,6,4,52,29
3,6,4,53,19
3,6,4,54,9
3,6,5,1,51
3,6,5,2,41
3,6,5,3,31
3,6,5,4,21
3,6,5,5,11
3,6,5,6,1
3,6,5,39,59
3,6,5,40,49
3,6,5,41,39
3,6,5,42,29
3,6,5,43,19
3,6,5,44,9
3,6,6,29,59
3,6,6,30,49
3,6,6,31,39
3,6,6,32,29
3,6,6,33,19
3,6,6,34,9
3,6,6,50,53
3,6,6,51,43
3,6,6,52,33
3,6,6,53,23
3,6,6,54,13
3,6,6,55,3
3,6,7,19,59
3,6,7,20,49
3,6,7,21,39
3,6,7,22,29
3,6,7,23,19
3,6,7,24,9
3,6,7,40,53
3,6,7,41,43
3,6,7,42,33
3,6,7,43,23
3,6,7,44,13
3,6,7,45,3
3,6,8,9,59
3,6,8,10,49
3,6,8,11,39
3,6,8,12,29
3,6,8,13,19
3,6,8,14,9
3,6,8,30,53
3,6,8,31,43
3,6,8,32,33
3,6,8,33,23
3,6,8,34,13
3,6,8,35,3
3,6,9,0,49
3,6,9,1,39
3,6,9,2,29
3,6,9,3,19
3,6,9,4,9
3,6,9,20,53
3,6,9,21,43
3,6,9,22,33
3,6,9,23,23
3,6,9,24,13
3,6,9,25,3
3,6,9,59,51
3,6,10,10,53
3,6,10,11,43
3,6,10,12,33
3,6,10,13,23
3,6,10,14,13
3,6,10,15,3
3,6,10,49,51
3,6,10,50,41
3,6,10,51,31
3,6,10,52,21
3,6,10,53,11
3,6,10,54,1
3,6,11,0,53
3,6,11,1,43
3,6,11,2,33
3,6,11,3,23
3,6,11,4,13
3,6,11,5,3
3,6,11,39,51
3,6,11,40,41
3,6,11,41,31
3,6,11,42,21
3,6,11,43,11
3,6,11,44,1
3,6,12,29,51
3,6,12,30,41
3,6,12,31,31
3,6,12,32,21
3,6,12,33,11
3,6,12,34,1
3,6,13,19,51
3,6,13,20,41
3,6,13,21,31
3,6,13,22,21
3,6,13,23,11
3,6,13,24,1
3,6,13,57,59
3,6,13,58,49
3,6,13,59,39
3,6,14,9,51
3,6,14,10,41
3,6,14,11,31
3,6,14,12,21
3,6,14,13,11
3,6,14,14,1
3,6,14,47,59
3,6,14,48,49
3,6,14,49,39
3,6,14,50,29
3,6,14,51,19
3,6,14,52,9
3,6,14,53,0
3,6,15,0,41
3,6,15,1,31
3,6,15,2,21
3,6,15,3,11
3,6,15,4,1
3,6,15,37,59
3,6,15,38,49
3,6,15,39,39
3,6,15,40,29
3,6,15,41,19
3,6,15,42,9
3,6,15,43,0
3,6,15,58,53
3,6,15,59,43
3,6,16,27,59
3,6,16,28,49
3,6,16,29,39
3,6,16,30,29
3,6,16,31,19
3,6,16,32,9
3,6,16,33,0
3,6,16,48,53
3,6,16,49,43
3,6,16,50,33
3,6,16,51,23
3,6,16,52,13
3,6,16,53,3
3,6,17,17,59
3,6,17,18,49
3,6,17,19,39
3,6,17,20,29
3,6,17,21,19
3,6,17,22,9
3,6,17,23,0
3,6,17,38,53
3,6,17,39,43
3,6,17,40,33
3,6,17,41,23
3,6,17,42,13
3,6,17,43,3
3,6,18,7,59
3,6,18,8,49
3,6,18,9,39
3,6,18,10,29
3,6,18,11,19
3,6,18,12,9
3,6,18,13,0
3,6,18,28,53
3,6,18,29,43
3,6,18,30,33
3,6,18,31,23
3,6,18,32,13
3,6,18,33,3
3,6,19,0,29
3,6,19,1,19
3,6,19,2,9
3,6,19,3,0
3,6,19,18,53
3,6,19,19,43
3,6,19,20,33
3,6,19,21,23
3,6,19,22,13
3,6,19,23,3
3,6,19,57,51
3,6,19,58,41
3,6,19,59,31
3,6,20,8,53
3,6,20,9,43
3,6,20,10,33
3,6,20,11,23
3,6,20,12,13
3,6,20,13,3
3,6,20,47,51
3,6,20,48,41
3,6,20,49,31
3,6,20,50,21
3,6,20,51,11
3,6,20,52,1
3,6,21,0,33
3,6,21,1,23
3,6,21,2,13
3,6,21,3,3
3,6,21,37,51
3,6,21,38,41
3,6,21,39,31
3,6,21,40,21
3,6,21,41,11
3,6,21,42,1
3,6,22,27,51
3,6,22,28,41
3,6,22,29,31
3,6,22,30,21
3,6,22,31,11
3,6,22,32,1
3,6,23,17,51
3,6,23,18,41
3,6,23,19,31
3,6,23,20,21
3,6,23,21,11
3,6,23,22,1
3,6,23,55,59
3,6,23,56,49
3,6,23,57,39
3,6,23,58,29
3,6,23,59,19
3,6,0,3,0
3,6,0,6,53
3,6,0,7,43
3,6,0,8,33
3,6,0,8,53
3,6,0,9,23
3,6,0,9,43
3,6,0,10,13
3,6,0,10,33
3,6,0,11,3
3,6,0,11,23
3,6,0,12,13
3,6,0,13,3
3,6,0,45,51
3,6,0,46,41
3,6,0,47,31
3,6,0,47,51
3,6,0,48,21
3,6,0,48,41
3,6,0,49,11
3,6,0,49,31
3,6,0,50,1
3,6,0,50,21
3,6,0,51,11
3,6,0,52,1
3,6,1,0,13
3,6,1,0,33
3,6,1,1,3
3,6,1,1,23
3,6,1,2,13
3,6,1,3,3
3,6,1,35,51
3,6,1,36,41
3,6,1,37,31
3,6,1,37,51
3,6,1,38,21
3,6,1,38,41
3,6,1,39,11
3,6,1,39,31
3,6,1,40,1
3,6,1,40,21
3,6,1,41,11
3,6,1,42,1
3,6,2,25,51
3,6,2,26,41
3,6,2,27,31
3,6,2,27,51
3,6,2,28,21
3,6,2,28,41
3,6,2,29,11
3,6,2,29,31
3,6,2,30,1
3,6,2,30,21
3,6,2,31,11
3,6,2,32,1
3,6,3,15,51
3,6,3,16,41
3,6,3,17,31
3,6,3,17,51
3,6,3,18,21
3,6,3,18,41
3,6,3,19,11
3,6,3,19,31
3,6,3,20,1
3,6,3,20,21
3,6,3,21,11
3,6,3,22,1
3,6,3,53,59
3,6,3,54,49
3,6,3,55,39
3,6,3,55,59
3,6,3,56,29
3,6,3,56,49
3,6,3,57,19
3,6,3,57,39
3,6,3,58,9
3,6,3,58,29
3,6,3,59,0
3,6,3,59,19
3,6,4,5,51
3,6,4,6,41
3,6,4,7,31
3,6,4,7,51
3,6,4,8,21
3,6,4,8,41
3,6,4,9,11
3,6,4,9,31
3,6,4,10,1
3,6,4,10,21
3,6,4,11,11
3,6,4,12,1
3,6,4,43,59
3,6,4,44,49
3,6,4,45,39
3,6,4,45,59
3,6,4,46,29
3,6,4,46,49
3,6,4,47,19
3,6,4,47,39
3,6,4,48,9
3,6,4,48,29
3,6,4,49,0
3,6,4,49,19
3,6,4,50,9
3,6,5,0,1
3,6,5,0,21
3,6,5,1,11
3,6,5,2,1
3,6,5,33,59
3,6,5,34,49
3,6,5,35,39
3,6,5,35,59
3,6,5,36,29
3,6,5,36,49
3,6,5,37,19
3,6,5,37,39
3,6,5,38,9
3,6,5,38,29
3,6,5,39,0
3,6,5,39,19
3,6,5,40,9
3,6,5,56,53
3,6,5,57,43
3,6,5,58,33
3,6,5,59,23
3,6,6,23,59
3,6,6,24,49
3,6,6,25,39
3,6,6,25,59
3,6,6,26,29
3,6,6,26,49
3,6,6,27,19
3,6,6,27,39
3,6,6,28,9
3,6,6,28,29
3,6,6,29,0
3,6,6,29,19
3,6,6,30,9
3,6,6,46,53
3,6,6,47,43
3,6,6,48,33
3,6,6,49,23
3,6,6,50,13
3,6,6,51,3
3,6,6,56,53
3,6,6,57,43
3,6,6,58,33
3,6,6,59,23
3,6,7,13,59
3,6,7,14,49
3,6,7,15,39
3,6,7,15,59
3,6,7,16,29
3,6,7,16,49
3,6,7,17,19
3,6,7,17,39
3,6,7,18,9
3,6,7,18,29
3,6,7,19,0
3,6,7,19,19
3,6,7,20,9
3,6,7,36,53
3,6,7,37,43
3,6,7,38,33
3,6,7,39,23
3,6,7,40,13
3,6,7,41,3
3,6,7,46,53
3,6,7,47,43
3,6,7,48,33
3,6,7,49,23
3,6,7,50,13
3,6,7,51,3
3,6,8,3,59
3,6,8,4,49
3,6,8,5,39
3,6,8,5,59
3,6,8,6,29
3,6,8,6,49
3,6,8,7,19
3,6,8,7,39
3,6,8,8,9
3,6,8,8,29
3,6,8,9,0
3,6,8,9,19
3,6,8,10,9
3,6,8,26,53
3,6,8,27,43
3,6,8,28,33
3,6,8,29,23
3,6,8,30,13
3,6,8,31,3
3,6,8,36,53
3,6,8,37,43
3,6,8,38,33
3,6,8,39,23
3,6,8,40,13
3,6,8,41,3
3,6,9,0,0
3,6,9,0,9
3,6,9,16,53
3,6,9,17,43
3,6,9,18,33
3,6,9,19,23
3,6,9,20,13
3,6,9,21,3
3,6,9,26,53
3,6,9,27,43
3,6,9,28,33
3,6,9,29,23
3,6,9,30,13
3,6,9,31,3
3,6,9,55,51
3,6,9,56,41
3,6,9,57,31
3,6,9,58,21
3,6,9,59,11
3,6,10,6,53
3,6,10,7,43
3,6,10,8,33
3,6,10,9,23
3,6,10,10,13
3,6,10,11,3
3,6,10,16,53
3,6,10,17,43
3,6,10,18,33
3,6,10,19,23
3,6,10,20,13
3,6,10,21,3
3,6,10,45,51
3,6,10,46,41
3,6,10,47,31
3,6,10,48,21
3,6,10,49,11
3,6,10,50,1
3,6,10,55,51
3,6,10,56,41
3,6,10,57,31
3,6,10,58,21
3,6,10,59,11
3,6,11,0,13
3,6,11,1,3
3,6,11,6,53
3,6,11,7,43
3,6,11,8,33
3,6,11,9,23
3,6,11,10,13
3,6,11,11,3
3,6,11,35,51
3,6,11,36,41
3,6,11,37,31
3,6,11,38,21
3,6,11,39,11
3,6,11,40,1
3,6,11,45,51
3,6,11,46,41
3,6,11,47,31
3,6,11,48,21
3,6,11,49,11
3,6,11,50,1
3,6,12,0,13
3,6,12,1,3
3,6,12,25,51
3,6,12,26,41
3,6,12,27,31
3,6,12,28,21
3,6,12,29,11
3,6,12,30,1
3,6,12,35,51
3,6,12,36,41
3,6,12,37,31
3,6,12,38,21
3,6,12,39,11
3,6,12,40,1
3,6,13,15,51
3,6,13,16,41
3,6,13,17,31
3,6,13,18,21
3,6,13,19,11
3,6,13,20,1
3,6,13,25,51
3,6,13,26,41
3,6,13,27,31
3,6,13,28,21
3,6,13,29,11
3,6,13,30,1
3,6,13,53,59
3,6,13,54,49
3,6,13,55,39
3,6,13,56,29
3,6,13,57,19
3,6,13,58,9
3,6,13,59,0
3,6,14,5,51
3,6,14,6,41
3,6,14,7,31
3,6,14,8,21
3,6,14,9,11
3,6,14,10,1
3,6,14,15,51
3,6,14,16,41
3,6,14,17,31
3,6,14,18,21
3,6,14,19,11
3,6,14,20,1
3,6,14,43,59
3,6,14,44,49
3,6,14,45,39
3,6,14,46,29
3,6,14,47,19
3,6,14,48,9
3,6,14,49,0
3,6,14,53,59
3,6,14,54,49
3,6,14,55,39
3,6,14,56,29
3,6,14,57,19
3,6,14,58,9
3,6,15,0,1
3,6,15,5,51
3,6,15,6,41
3,6,15,7,31
3,6,15,8,21
3,6,15,9,11
3,6,15,10,1
3,6,15,33,59
3,6,15,34,49
3,6,15,35,39
3,6,15,36,29
3,6,15,37,19
3,6,15,38,9
3,6,15,39,0
3,6,15,43,59
3,6,15,44,49
3,6,15,45,39
3,6,15,46,29
3,6,15,47,19
3,6,15,48,9
3,6,16,0,1
3,6,16,23,59
3,6,16,24,49
3,6,16,25,39
3,6,16,26,29
3,6,16,27,19
3,6,16,28,9
3,6,16,29,0
3,6,16,33,59
3,6,16,34,49
3,6,16,35,39
3,6,16,36,29
3,6,16,37,19
3,6,16,38,9
3,6,16,54,53
3,6,16,55,43
3,6,16,56,33
3,6,16,57,23
3,6,16,58,13
3,6,16,59,3
3,6,17,13,59
3,6,17,14,49
3,6,17,15,39
3,6,17,16,29
3,6,17,17,19
3,6,17,18,9
3,6,17,19,0
3,6,17,23,59
3,6,17,24,49
3,6,17,25,39
3,6,17,26,29
3,6,17,27,19
3,6,17,28,9
3,6,17,44,53
3,6,17,45,43
3,6,17,46,33
3,6,17,47,23
3,6,17,48,13
3,6,17,49,3
3,6,18,3,59
3,6,18,4,49
3,6,18,5,39
3,6,18,6,29
3,6,18,7,19
3,6,18,8,9
3,6,18,9,0
3,6,18,13,59
3,6,18,14,49
3,6,18,15,39
3,6,18,16,29
3,6,18,17,19
3,6,18,18,9
3,6,18,34,53
3,6,18,35,43
3,6,18,36,33
3,6,18,37,23
3,6,18,38,13
3,6,18,39,3
3,6,19,3,59
3,6,19,4,49
3,6,19,5,39
3,6,19,6,29
3,6,19,7,19
3,6,19,8,9
3,6,19,24,53
3,6,19,25,43
3,6,19,26,33
3,6,19,27,23
3,6,19,28,13
3,6,19,29,3
3,6,20,14,53
3,6,20,15,43
3,6,20,16,33
3,6,20,17,23
3,6,20,18,13
3,6,20,19,3
3,6,20,53,51
3,6,20,54,41
3,6,20,55,31
3,6,20,56,21
3,6,20,57,11
3,6,20,58,1
3,6,21,4,53
3,6,21,5,43
3,6,21,6,33
3,6,21,7,23
3,6,21,8,13
3,6,21,9,3
3,6,21,43,51
3,6,21,44,41
3,6,21,45,31
3,6,21,46,21
3,6,21,47,11
3,6,21,48,1
3,6,22,33,51
3,6,22,34,41
3,6,22,35,31
3,6,22,36,21
3,6,22,37,11
3,6,22,38,1
3,6,23,23,51
3,6,23,24,41
3,6,23,25,31
3,6,23,26,21
3,6,23,27,11
3,6,23,28,1
